,Face1,Face2,MatchScore
0,S05_94.pgm,S16_94.pgm,0.893
0,S05_94.pgm,S17_94.pgm,1.373
0,S05_94.pgm,S18_94.pgm,1.834
0,S05_94.pgm,S19_94.pgm,0.956
0,S05_94.pgm,S20_94.pgm,1.665
0,S05_94.pgm,S21_94.pgm,1.058
0,S05_94.pgm,S22_94.pgm,1.462
0,S05_94.pgm,S23_94.pgm,0.797
0,S05_94.pgm,S24_94.pgm,0.938
0,S05_94.pgm,S25_94.pgm,0.937
0,S05_94.pgm,S26_94.pgm,1.988
0,S05_94.pgm,S27_94.pgm,1.991
0,S05_94.pgm,S28_94.pgm,100
0,S05_94.pgm,S29_94.pgm,1.458
0,S05_94.pgm,S30_94.pgm,1.862
0,S06_94.pgm,S07_94.pgm,0.898
0,S06_94.pgm,S09_94.pgm,1.874
0,S06_94.pgm,S10_94.pgm,1.209
0,S06_94.pgm,S11_94.pgm,1
0,S06_94.pgm,S12_94.pgm,1.482
0,S06_94.pgm,S13_94.pgm,1
0,S06_94.pgm,S14_94.pgm,1.294
0,S06_94.pgm,S15_94.pgm,1.427
0,S06_94.pgm,S16_94.pgm,1.183
0,S06_94.pgm,S17_94.pgm,1.498
0,S06_94.pgm,S18_94.pgm,1.273
0,S06_94.pgm,S19_94.pgm,1.239
0,S06_94.pgm,S20_94.pgm,1.798
0,S06_94.pgm,S21_94.pgm,0.932
0,S06_94.pgm,S22_94.pgm,1.776
0,S06_94.pgm,S23_94.pgm,1.04
0,S06_94.pgm,S24_94.pgm,1.009
0,S06_94.pgm,S25_94.pgm,1.733
0,S06_94.pgm,S26_94.pgm,1.656
0,S06_94.pgm,S27_94.pgm,1.567
0,S06_94.pgm,S28_94.pgm,100
0,S06_94.pgm,S29_94.pgm,1.524
0,S06_94.pgm,S30_94.pgm,1.299
0,S07_94.pgm,S09_94.pgm,1.965
0,S07_94.pgm,S10_94.pgm,1.223
0,S07_94.pgm,S11_94.pgm,1.614
0,S07_94.pgm,S12_94.pgm,1.664
0,S07_94.pgm,S13_94.pgm,1.407
0,S07_94.pgm,S14_94.pgm,1.08
0,S07_94.pgm,S15_94.pgm,1.149
0,S07_94.pgm,S16_94.pgm,1.865
0,S07_94.pgm,S17_94.pgm,1.107
0,S07_94.pgm,S18_94.pgm,1.344
0,S07_94.pgm,S19_94.pgm,1.14
0,S07_94.pgm,S20_94.pgm,1.149
0,S07_94.pgm,S21_94.pgm,0.991
0,S07_94.pgm,S22_94.pgm,2.302
0,S07_94.pgm,S23_94.pgm,1.226
0,S07_94.pgm,S24_94.pgm,1.517
0,S07_94.pgm,S25_94.pgm,2.111
0,S07_94.pgm,S26_94.pgm,1.519
0,S07_94.pgm,S27_94.pgm,1.674
0,S07_94.pgm,S28_94.pgm,100
0,S07_94.pgm,S29_94.pgm,2.232
0,S07_94.pgm,S30_94.pgm,1.445
0,S09_94.pgm,S10_94.pgm,1.535
0,S09_94.pgm,S11_94.pgm,1.12
0,S09_94.pgm,S12_94.pgm,0.406
0,S09_94.pgm,S13_94.pgm,1.774
0,S09_94.pgm,S14_94.pgm,1.93
0,S09_94.pgm,S15_94.pgm,1.399
0,S09_94.pgm,S16_94.pgm,1.71
0,S09_94.pgm,S17_94.pgm,2.234
0,S09_94.pgm,S18_94.pgm,0.998
0,S09_94.pgm,S19_94.pgm,1.759
0,S09_94.pgm,S20_94.pgm,1.489
0,S09_94.pgm,S21_94.pgm,1.362
0,S09_94.pgm,S22_94.pgm,0.549
0,S09_94.pgm,S23_94.pgm,2.545
0,S09_94.pgm,S24_94.pgm,1.467
0,S09_94.pgm,S25_94.pgm,1.555
0,S09_94.pgm,S26_94.pgm,0.744
0,S09_94.pgm,S27_94.pgm,0.967
0,S09_94.pgm,S28_94.pgm,100
0,S09_94.pgm,S29_94.pgm,1.718
0,S09_94.pgm,S30_94.pgm,0.891
0,S10_94.pgm,S11_94.pgm,0.916
0,S10_94.pgm,S12_94.pgm,1.461
0,S10_94.pgm,S13_94.pgm,0.888
0,S10_94.pgm,S14_94.pgm,1.382
0,S10_94.pgm,S15_94.pgm,0.789
0,S10_94.pgm,S16_94.pgm,1.391
0,S10_94.pgm,S17_94.pgm,1.473
0,S10_94.pgm,S18_94.pgm,1.515
0,S10_94.pgm,S19_94.pgm,0.921
0,S10_94.pgm,S20_94.pgm,1.713
0,S10_94.pgm,S21_94.pgm,1.234
0,S10_94.pgm,S22_94.pgm,1.899
0,S10_94.pgm,S23_94.pgm,1.722
0,S10_94.pgm,S24_94.pgm,0.679
0,S10_94.pgm,S25_94.pgm,1.327
0,S10_94.pgm,S26_94.pgm,1.643
0,S10_94.pgm,S27_94.pgm,1.847
0,S10_94.pgm,S28_94.pgm,100
0,S10_94.pgm,S29_94.pgm,1.385
0,S10_94.pgm,S30_94.pgm,1.454
0,S11_94.pgm,S12_94.pgm,1.304
0,S11_94.pgm,S13_94.pgm,0.949
0,S11_94.pgm,S14_94.pgm,1.542
0,S11_94.pgm,S15_94.pgm,1.017
0,S11_94.pgm,S16_94.pgm,1.005
0,S11_94.pgm,S17_94.pgm,1.611
0,S11_94.pgm,S18_94.pgm,1.228
0,S11_94.pgm,S19_94.pgm,1.173
0,S11_94.pgm,S20_94.pgm,1.088
0,S11_94.pgm,S21_94.pgm,1.081
0,S11_94.pgm,S22_94.pgm,1.419
0,S11_94.pgm,S23_94.pgm,1.556
0,S11_94.pgm,S24_94.pgm,0.896
0,S11_94.pgm,S25_94.pgm,0.999
0,S11_94.pgm,S26_94.pgm,1.437
0,S11_94.pgm,S27_94.pgm,1.397
0,S11_94.pgm,S28_94.pgm,100
0,S11_94.pgm,S29_94.pgm,1.544
0,S11_94.pgm,S30_94.pgm,1.042
0,S12_94.pgm,S13_94.pgm,1.921
0,S12_94.pgm,S14_94.pgm,1.882
0,S12_94.pgm,S15_94.pgm,1.547
0,S12_94.pgm,S16_94.pgm,1.569
0,S12_94.pgm,S17_94.pgm,1.986
0,S12_94.pgm,S18_94.pgm,0.499
0,S12_94.pgm,S19_94.pgm,1.508
0,S12_94.pgm,S20_94.pgm,1.433
0,S12_94.pgm,S21_94.pgm,0.895
0,S12_94.pgm,S22_94.pgm,0.509
0,S12_94.pgm,S23_94.pgm,2.109
0,S12_94.pgm,S24_94.pgm,1.499
0,S12_94.pgm,S25_94.pgm,1.616
0,S12_94.pgm,S26_94.pgm,0.403
0,S12_94.pgm,S27_94.pgm,0.696
0,S12_94.pgm,S28_94.pgm,100
0,S12_94.pgm,S29_94.pgm,1.737
0,S12_94.pgm,S30_94.pgm,0.611
0,S13_94.pgm,S14_94.pgm,1.415
0,S13_94.pgm,S15_94.pgm,1.194
0,S13_94.pgm,S16_94.pgm,1.692
0,S13_94.pgm,S17_94.pgm,1.467
0,S13_94.pgm,S18_94.pgm,2.038
0,S13_94.pgm,S19_94.pgm,0.868
0,S13_94.pgm,S20_94.pgm,1.914
0,S13_94.pgm,S21_94.pgm,1.148
0,S13_94.pgm,S22_94.pgm,2.112
0,S13_94.pgm,S23_94.pgm,1.701
0,S13_94.pgm,S24_94.pgm,0.828
0,S13_94.pgm,S25_94.pgm,1.408
0,S13_94.pgm,S26_94.pgm,1.936
0,S13_94.pgm,S27_94.pgm,1.846
0,S13_94.pgm,S28_94.pgm,100
0,S13_94.pgm,S29_94.pgm,1.8
0,S13_94.pgm,S30_94.pgm,1.583
0,S14_94.pgm,S15_94.pgm,0.761
0,S14_94.pgm,S16_94.pgm,2.013
0,S14_94.pgm,S17_94.pgm,1.793
0,S14_94.pgm,S18_94.pgm,1.836
0,S14_94.pgm,S19_94.pgm,1.227
0,S14_94.pgm,S20_94.pgm,1.448
0,S14_94.pgm,S21_94.pgm,1.66
0,S14_94.pgm,S22_94.pgm,2.168
0,S14_94.pgm,S23_94.pgm,1.296
0,S14_94.pgm,S24_94.pgm,1.061
0,S14_94.pgm,S25_94.pgm,1.257
0,S14_94.pgm,S26_94.pgm,1.856
0,S14_94.pgm,S27_94.pgm,1.935
0,S14_94.pgm,S28_94.pgm,100
0,S14_94.pgm,S29_94.pgm,1.622
0,S14_94.pgm,S30_94.pgm,1.757
0,S15_94.pgm,S16_94.pgm,2.049
0,S15_94.pgm,S17_94.pgm,1.656
0,S15_94.pgm,S18_94.pgm,1.548
0,S15_94.pgm,S19_94.pgm,0.908
0,S15_94.pgm,S20_94.pgm,1.292
0,S15_94.pgm,S21_94.pgm,1.226
0,S15_94.pgm,S22_94.pgm,2.029
0,S15_94.pgm,S23_94.pgm,1.801
0,S15_94.pgm,S24_94.pgm,1.2
0,S15_94.pgm,S25_94.pgm,1.354
0,S15_94.pgm,S26_94.pgm,1.51
0,S15_94.pgm,S27_94.pgm,1.718
0,S15_94.pgm,S28_94.pgm,100
0,S15_94.pgm,S29_94.pgm,1.48
0,S15_94.pgm,S30_94.pgm,1.091
0,S16_94.pgm,S17_94.pgm,1.678
0,S16_94.pgm,S18_94.pgm,1.374
0,S16_94.pgm,S19_94.pgm,2.071
0,S16_94.pgm,S20_94.pgm,1.898
0,S16_94.pgm,S21_94.pgm,1.734
0,S16_94.pgm,S22_94.pgm,1.361
0,S16_94.pgm,S23_94.pgm,1.182
0,S16_94.pgm,S24_94.pgm,1.426
0,S16_94.pgm,S25_94.pgm,1.448
0,S16_94.pgm,S26_94.pgm,1.833
0,S16_94.pgm,S27_94.pgm,1.864
0,S16_94.pgm,S28_94.pgm,100
0,S16_94.pgm,S29_94.pgm,1.51
0,S16_94.pgm,S30_94.pgm,1.832
0,S17_94.pgm,S18_94.pgm,1.567
0,S17_94.pgm,S19_94.pgm,1.193
0,S17_94.pgm,S20_94.pgm,1.012
0,S17_94.pgm,S21_94.pgm,0.736
0,S17_94.pgm,S22_94.pgm,2.005
0,S17_94.pgm,S23_94.pgm,0.849
0,S17_94.pgm,S24_94.pgm,1.705
0,S17_94.pgm,S25_94.pgm,1.776
0,S17_94.pgm,S26_94.pgm,1.585
0,S17_94.pgm,S27_94.pgm,1.829
0,S17_94.pgm,S28_94.pgm,100
0,S17_94.pgm,S29_94.pgm,2.183
0,S17_94.pgm,S30_94.pgm,1.506
0,S18_94.pgm,S19_94.pgm,1.825
0,S18_94.pgm,S20_94.pgm,1.063
0,S18_94.pgm,S21_94.pgm,0.789
0,S18_94.pgm,S22_94.pgm,1.162
0,S18_94.pgm,S23_94.pgm,1.744
0,S18_94.pgm,S24_94.pgm,1.555
0,S18_94.pgm,S25_94.pgm,1.602
0,S18_94.pgm,S26_94.pgm,0.416
0,S18_94.pgm,S27_94.pgm,0.433
0,S18_94.pgm,S28_94.pgm,100
0,S18_94.pgm,S29_94.pgm,1.436
0,S18_94.pgm,S30_94.pgm,0.438
0,S19_94.pgm,S20_94.pgm,1.336
0,S19_94.pgm,S21_94.pgm,0.796
0,S19_94.pgm,S22_94.pgm,1.938
0,S19_94.pgm,S23_94.pgm,1.156
0,S19_94.pgm,S24_94.pgm,0.906
0,S19_94.pgm,S25_94.pgm,1.071
0,S19_94.pgm,S26_94.pgm,1.377
0,S19_94.pgm,S27_94.pgm,1.686
0,S19_94.pgm,S28_94.pgm,100
0,S19_94.pgm,S29_94.pgm,1.867
0,S19_94.pgm,S30_94.pgm,1.175
0,S20_94.pgm,S21_94.pgm,1.006
0,S20_94.pgm,S22_94.pgm,1.801
0,S20_94.pgm,S23_94.pgm,1.295
0,S20_94.pgm,S24_94.pgm,1.794
0,S20_94.pgm,S25_94.pgm,1.11
0,S20_94.pgm,S26_94.pgm,1.06
0,S20_94.pgm,S27_94.pgm,0.948
0,S20_94.pgm,S28_94.pgm,100
0,S20_94.pgm,S29_94.pgm,1.982
0,S20_94.pgm,S30_94.pgm,1.125
0,S21_94.pgm,S22_94.pgm,1.335
0,S21_94.pgm,S23_94.pgm,1.226
0,S21_94.pgm,S24_94.pgm,1.261
0,S21_94.pgm,S25_94.pgm,1.476
0,S21_94.pgm,S26_94.pgm,0.686
0,S21_94.pgm,S27_94.pgm,0.84
0,S21_94.pgm,S28_94.pgm,100
0,S21_94.pgm,S29_94.pgm,1.76
0,S21_94.pgm,S30_94.pgm,0.584
0,S22_94.pgm,S23_94.pgm,2.122
0,S22_94.pgm,S24_94.pgm,1.69
0,S22_94.pgm,S25_94.pgm,1.607
0,S22_94.pgm,S26_94.pgm,1.025
0,S22_94.pgm,S27_94.pgm,1.247
0,S22_94.pgm,S28_94.pgm,100
0,S22_94.pgm,S29_94.pgm,1.652
0,S22_94.pgm,S30_94.pgm,1.387
0,S23_94.pgm,S24_94.pgm,1.646
0,S23_94.pgm,S25_94.pgm,1.39
0,S23_94.pgm,S26_94.pgm,2.008
0,S23_94.pgm,S27_94.pgm,1.989
0,S23_94.pgm,S28_94.pgm,100
0,S23_94.pgm,S29_94.pgm,2.09
0,S23_94.pgm,S30_94.pgm,1.98
0,S24_94.pgm,S25_94.pgm,0.772
0,S24_94.pgm,S26_94.pgm,1.46
0,S24_94.pgm,S27_94.pgm,1.643
0,S24_94.pgm,S28_94.pgm,100
0,S24_94.pgm,S29_94.pgm,1.07
0,S24_94.pgm,S30_94.pgm,1.332
0,S25_94.pgm,S26_94.pgm,1.484
0,S25_94.pgm,S27_94.pgm,1.397
0,S25_94.pgm,S28_94.pgm,100
0,S25_94.pgm,S29_94.pgm,1.088
0,S25_94.pgm,S30_94.pgm,1.537
0,S26_94.pgm,S27_94.pgm,0.303
0,S26_94.pgm,S28_94.pgm,100
0,S26_94.pgm,S29_94.pgm,1.452
0,S26_94.pgm,S30_94.pgm,0.256
0,S27_94.pgm,S28_94.pgm,100
0,S27_94.pgm,S29_94.pgm,1.307
0,S27_94.pgm,S30_94.pgm,0.539
0,S28_94.pgm,S29_94.pgm,100
0,S28_94.pgm,S30_94.pgm,100
0,S29_94.pgm,S30_94.pgm,1.423
0,S01_95.pgm,S02_95.pgm,100
0,S01_95.pgm,S03_95.pgm,1.106
0,S01_95.pgm,S04_95.pgm,100
0,S01_95.pgm,S05_95.pgm,1.495
0,S01_95.pgm,S06_95.pgm,1.811
0,S01_95.pgm,S07_95.pgm,1.52
0,S01_95.pgm,S09_95.pgm,1.327
0,S01_95.pgm,S10_95.pgm,100
0,S01_95.pgm,S11_95.pgm,1.267
0,S01_95.pgm,S12_95.pgm,1.097
0,S01_95.pgm,S13_95.pgm,1.69
0,S01_95.pgm,S14_95.pgm,1.622
0,S01_95.pgm,S15_95.pgm,1.228
0,S01_95.pgm,S16_95.pgm,1.674
0,S01_95.pgm,S17_95.pgm,1.334
0,S01_95.pgm,S18_95.pgm,0.746
0,S01_95.pgm,S19_95.pgm,1.07
0,S01_95.pgm,S20_95.pgm,0.976
0,S01_95.pgm,S21_95.pgm,0.745
0,S01_95.pgm,S22_95.pgm,1.242
0,S01_95.pgm,S23_95.pgm,1.64
0,S01_95.pgm,S24_95.pgm,1.338
0,S01_95.pgm,S25_95.pgm,1.526
0,S01_95.pgm,S26_95.pgm,0.582
0,S01_95.pgm,S27_95.pgm,0.736
0,S01_95.pgm,S28_95.pgm,100
0,S01_95.pgm,S29_95.pgm,1.548
0,S01_95.pgm,S30_95.pgm,0.536
0,S02_95.pgm,S03_95.pgm,100
0,S02_95.pgm,S04_95.pgm,100
0,S02_95.pgm,S05_95.pgm,100
0,S02_95.pgm,S06_95.pgm,100
0,S02_95.pgm,S07_95.pgm,100
0,S02_95.pgm,S09_95.pgm,100
0,S02_95.pgm,S10_95.pgm,100
0,S02_95.pgm,S11_95.pgm,100
0,S02_95.pgm,S12_95.pgm,100
0,S02_95.pgm,S13_95.pgm,100
0,S02_95.pgm,S14_95.pgm,100
0,S02_95.pgm,S15_95.pgm,100
0,S02_95.pgm,S16_95.pgm,100
0,S02_95.pgm,S17_95.pgm,100
0,S02_95.pgm,S18_95.pgm,100
0,S02_95.pgm,S19_95.pgm,100
0,S02_95.pgm,S20_95.pgm,100
0,S02_95.pgm,S21_95.pgm,100
0,S02_95.pgm,S22_95.pgm,100
0,S02_95.pgm,S23_95.pgm,100
0,S02_95.pgm,S24_95.pgm,100
0,S02_95.pgm,S25_95.pgm,100
0,S02_95.pgm,S26_95.pgm,100
0,S02_95.pgm,S27_95.pgm,100
0,S02_95.pgm,S28_95.pgm,100
0,S02_95.pgm,S29_95.pgm,100
0,S02_95.pgm,S30_95.pgm,100
0,S03_95.pgm,S04_95.pgm,100
0,S03_95.pgm,S05_95.pgm,1.397
0,S03_95.pgm,S06_95.pgm,1.55
0,S03_95.pgm,S07_95.pgm,1.825
0,S03_95.pgm,S09_95.pgm,1.531
0,S03_95.pgm,S10_95.pgm,100
0,S03_95.pgm,S11_95.pgm,1.481
0,S03_95.pgm,S12_95.pgm,1.639
0,S03_95.pgm,S13_95.pgm,1.533
0,S03_95.pgm,S14_95.pgm,1.092
0,S03_95.pgm,S15_95.pgm,0.694
0,S03_95.pgm,S16_95.pgm,1.891
0,S03_95.pgm,S17_95.pgm,1.528
0,S03_95.pgm,S18_95.pgm,1.302
0,S03_95.pgm,S19_95.pgm,0.829
0,S03_95.pgm,S20_95.pgm,1.747
0,S03_95.pgm,S21_95.pgm,1.169
0,S03_95.pgm,S22_95.pgm,1.638
0,S03_95.pgm,S23_95.pgm,1.71
0,S03_95.pgm,S24_95.pgm,1.085
0,S03_95.pgm,S25_95.pgm,1.071
0,S03_95.pgm,S26_95.pgm,1.506
0,S03_95.pgm,S27_95.pgm,1.658
0,S03_95.pgm,S28_95.pgm,100
0,S03_95.pgm,S29_95.pgm,1.949
0,S03_95.pgm,S30_95.pgm,1.352
0,S04_95.pgm,S05_95.pgm,100
0,S04_95.pgm,S06_95.pgm,100
0,S04_95.pgm,S07_95.pgm,100
0,S04_95.pgm,S09_95.pgm,100
0,S04_95.pgm,S10_95.pgm,100
0,S04_95.pgm,S11_95.pgm,100
0,S04_95.pgm,S12_95.pgm,100
0,S04_95.pgm,S13_95.pgm,100
0,S04_95.pgm,S14_95.pgm,100
0,S04_95.pgm,S15_95.pgm,100
0,S04_95.pgm,S16_95.pgm,100
0,S04_95.pgm,S17_95.pgm,100
0,S04_95.pgm,S18_95.pgm,100
0,S04_95.pgm,S19_95.pgm,100
0,S04_95.pgm,S20_95.pgm,100
0,S04_95.pgm,S21_95.pgm,100
0,S04_95.pgm,S22_95.pgm,100
0,S04_95.pgm,S23_95.pgm,100
0,S04_95.pgm,S24_95.pgm,100
0,S04_95.pgm,S25_95.pgm,100
0,S04_95.pgm,S26_95.pgm,100
0,S04_95.pgm,S27_95.pgm,100
0,S04_95.pgm,S28_95.pgm,100
0,S04_95.pgm,S29_95.pgm,100
0,S04_95.pgm,S30_95.pgm,100
0,S05_95.pgm,S06_95.pgm,0.724
0,S05_95.pgm,S07_95.pgm,1.325
0,S05_95.pgm,S09_95.pgm,2.053
0,S05_95.pgm,S10_95.pgm,100
0,S05_95.pgm,S11_95.pgm,1.101
0,S05_95.pgm,S12_95.pgm,1.637
0,S05_95.pgm,S13_95.pgm,1.137
0,S05_95.pgm,S14_95.pgm,1.313
0,S05_95.pgm,S15_95.pgm,1.178
0,S05_95.pgm,S16_95.pgm,0.935
0,S05_95.pgm,S17_95.pgm,0.988
0,S05_95.pgm,S18_95.pgm,1.476
0,S05_95.pgm,S19_95.pgm,0.903
0,S05_95.pgm,S20_95.pgm,1.65
0,S05_95.pgm,S21_95.pgm,1.03
0,S05_95.pgm,S22_95.pgm,1.584
0,S05_95.pgm,S23_95.pgm,0.8
0,S05_95.pgm,S24_95.pgm,0.708
0,S05_95.pgm,S25_95.pgm,1.185
0,S05_95.pgm,S26_95.pgm,1.778
0,S05_95.pgm,S27_95.pgm,1.806
0,S05_95.pgm,S28_95.pgm,100
0,S05_95.pgm,S29_95.pgm,1.733
0,S05_95.pgm,S30_95.pgm,1.793
0,S06_95.pgm,S07_95.pgm,0.956
0,S06_95.pgm,S09_95.pgm,2.081
0,S06_95.pgm,S10_95.pgm,100
0,S06_95.pgm,S11_95.pgm,1.103
0,S06_95.pgm,S12_95.pgm,2.079
0,S06_95.pgm,S13_95.pgm,0.998
0,S06_95.pgm,S14_95.pgm,1.517
0,S06_95.pgm,S15_95.pgm,1.195
0,S06_95.pgm,S16_95.pgm,1.058
0,S06_95.pgm,S17_95.pgm,0.755
0,S06_95.pgm,S18_95.pgm,1.843
0,S06_95.pgm,S19_95.pgm,1.181
0,S06_95.pgm,S20_95.pgm,1.62
0,S06_95.pgm,S21_95.pgm,1.384
0,S06_95.pgm,S22_95.pgm,2.039
0,S06_95.pgm,S23_95.pgm,0.93
0,S06_95.pgm,S24_95.pgm,1.1
0,S06_95.pgm,S25_95.pgm,1.392
0,S06_95.pgm,S26_95.pgm,2.211
0,S06_95.pgm,S27_95.pgm,2.338
0,S06_95.pgm,S28_95.pgm,100
0,S06_95.pgm,S29_95.pgm,2.188
0,S06_95.pgm,S30_95.pgm,1.777
0,S07_95.pgm,S09_95.pgm,1.899
0,S07_95.pgm,S10_95.pgm,100
0,S07_95.pgm,S11_95.pgm,1.684
0,S07_95.pgm,S12_95.pgm,1.932
0,S07_95.pgm,S13_95.pgm,1.259
0,S07_95.pgm,S14_95.pgm,1.161
0,S07_95.pgm,S15_95.pgm,1.306
0,S07_95.pgm,S16_95.pgm,1.823
0,S07_95.pgm,S17_95.pgm,1.122
0,S07_95.pgm,S18_95.pgm,1.652
0,S07_95.pgm,S19_95.pgm,1.422
0,S07_95.pgm,S20_95.pgm,1.331
0,S07_95.pgm,S21_95.pgm,1.398
0,S07_95.pgm,S22_95.pgm,2.409
0,S07_95.pgm,S23_95.pgm,1.295
0,S07_95.pgm,S24_95.pgm,1.558
0,S07_95.pgm,S25_95.pgm,2.272
0,S07_95.pgm,S26_95.pgm,1.641
0,S07_95.pgm,S27_95.pgm,1.713
0,S07_95.pgm,S28_95.pgm,100
0,S07_95.pgm,S29_95.pgm,2.245
0,S07_95.pgm,S30_95.pgm,1.276
0,S09_95.pgm,S10_95.pgm,100
0,S09_95.pgm,S11_95.pgm,1.16
0,S09_95.pgm,S12_95.pgm,0.585
0,S09_95.pgm,S13_95.pgm,1.744
0,S09_95.pgm,S14_95.pgm,1.969
0,S09_95.pgm,S15_95.pgm,1.632
0,S09_95.pgm,S16_95.pgm,1.725
0,S09_95.pgm,S17_95.pgm,2.487
0,S09_95.pgm,S18_95.pgm,0.914
0,S09_95.pgm,S19_95.pgm,1.511
0,S09_95.pgm,S20_95.pgm,1.5
0,S09_95.pgm,S21_95.pgm,1.175
0,S09_95.pgm,S22_95.pgm,0.647
0,S09_95.pgm,S23_95.pgm,2.209
0,S09_95.pgm,S24_95.pgm,1.443
0,S09_95.pgm,S25_95.pgm,1.493
0,S09_95.pgm,S26_95.pgm,0.897
0,S09_95.pgm,S27_95.pgm,1.065
0,S09_95.pgm,S28_95.pgm,100
0,S09_95.pgm,S29_95.pgm,1.508
0,S09_95.pgm,S30_95.pgm,0.904
0,S10_95.pgm,S11_95.pgm,100
0,S10_95.pgm,S12_95.pgm,100
0,S10_95.pgm,S13_95.pgm,100
0,S10_95.pgm,S14_95.pgm,100
0,S10_95.pgm,S15_95.pgm,100
0,S10_95.pgm,S16_95.pgm,100
0,S10_95.pgm,S17_95.pgm,100
0,S10_95.pgm,S18_95.pgm,100
0,S10_95.pgm,S19_95.pgm,100
0,S10_95.pgm,S20_95.pgm,100
0,S10_95.pgm,S21_95.pgm,100
0,S10_95.pgm,S22_95.pgm,100
0,S10_95.pgm,S23_95.pgm,100
0,S10_95.pgm,S24_95.pgm,100
0,S10_95.pgm,S25_95.pgm,100
0,S10_95.pgm,S26_95.pgm,100
0,S10_95.pgm,S27_95.pgm,100
0,S10_95.pgm,S28_95.pgm,100
0,S10_95.pgm,S29_95.pgm,100
0,S10_95.pgm,S30_95.pgm,100
0,S11_95.pgm,S12_95.pgm,1.513
0,S11_95.pgm,S13_95.pgm,0.986
0,S11_95.pgm,S14_95.pgm,1.6
0,S11_95.pgm,S15_95.pgm,0.996
0,S11_95.pgm,S16_95.pgm,1.005
0,S11_95.pgm,S17_95.pgm,1.54
0,S11_95.pgm,S18_95.pgm,1.153
0,S11_95.pgm,S19_95.pgm,1.055
0,S11_95.pgm,S20_95.pgm,1.137
0,S11_95.pgm,S21_95.pgm,1.099
0,S11_95.pgm,S22_95.pgm,1.376
0,S11_95.pgm,S23_95.pgm,1.446
0,S11_95.pgm,S24_95.pgm,0.76
0,S11_95.pgm,S25_95.pgm,0.827
0,S11_95.pgm,S26_95.pgm,1.574
0,S11_95.pgm,S27_95.pgm,1.477
0,S11_95.pgm,S28_95.pgm,100
0,S11_95.pgm,S29_95.pgm,1.73
0,S11_95.pgm,S30_95.pgm,1.393
0,S12_95.pgm,S13_95.pgm,1.921
0,S12_95.pgm,S14_95.pgm,2.035
0,S12_95.pgm,S15_95.pgm,1.848
0,S12_95.pgm,S16_95.pgm,1.53
0,S12_95.pgm,S17_95.pgm,2.391
0,S12_95.pgm,S18_95.pgm,0.493
0,S12_95.pgm,S19_95.pgm,1.199
0,S12_95.pgm,S20_95.pgm,1.586
0,S12_95.pgm,S21_95.pgm,0.763
0,S12_95.pgm,S22_95.pgm,0.525
0,S12_95.pgm,S23_95.pgm,2.083
0,S12_95.pgm,S24_95.pgm,1.61
0,S12_95.pgm,S25_95.pgm,1.482
0,S12_95.pgm,S26_95.pgm,0.435
0,S12_95.pgm,S27_95.pgm,0.713
0,S12_95.pgm,S28_95.pgm,100
0,S12_95.pgm,S29_95.pgm,1.422
0,S12_95.pgm,S30_95.pgm,0.674
0,S13_95.pgm,S14_95.pgm,1.393
0,S13_95.pgm,S15_95.pgm,1.001
0,S13_95.pgm,S16_95.pgm,1.708
0,S13_95.pgm,S17_95.pgm,1.216
0,S13_95.pgm,S18_95.pgm,1.898
0,S13_95.pgm,S19_95.pgm,1.02
0,S13_95.pgm,S20_95.pgm,2.023
0,S13_95.pgm,S21_95.pgm,1.107
0,S13_95.pgm,S22_95.pgm,2.028
0,S13_95.pgm,S23_95.pgm,1.657
0,S13_95.pgm,S24_95.pgm,0.655
0,S13_95.pgm,S25_95.pgm,1.359
0,S13_95.pgm,S26_95.pgm,1.896
0,S13_95.pgm,S27_95.pgm,1.913
0,S13_95.pgm,S28_95.pgm,100
0,S13_95.pgm,S29_95.pgm,1.896
0,S13_95.pgm,S30_95.pgm,1.716
0,S14_95.pgm,S15_95.pgm,0.758
0,S14_95.pgm,S16_95.pgm,2.036
0,S14_95.pgm,S17_95.pgm,1.46
0,S14_95.pgm,S18_95.pgm,1.711
0,S14_95.pgm,S19_95.pgm,1.291
0,S14_95.pgm,S20_95.pgm,1.566
0,S14_95.pgm,S21_95.pgm,1.611
0,S14_95.pgm,S22_95.pgm,2.253
0,S14_95.pgm,S23_95.pgm,1.085
0,S14_95.pgm,S24_95.pgm,1.193
0,S14_95.pgm,S25_95.pgm,1.409
0,S14_95.pgm,S26_95.pgm,1.905
0,S14_95.pgm,S27_95.pgm,1.995
0,S14_95.pgm,S28_95.pgm,100
0,S14_95.pgm,S29_95.pgm,2.154
0,S14_95.pgm,S30_95.pgm,1.882
0,S15_95.pgm,S16_95.pgm,1.808
0,S15_95.pgm,S17_95.pgm,1.092
0,S15_95.pgm,S18_95.pgm,1.581
0,S15_95.pgm,S19_95.pgm,0.666
0,S15_95.pgm,S20_95.pgm,1.069
0,S15_95.pgm,S21_95.pgm,1.115
0,S15_95.pgm,S22_95.pgm,2.022
0,S15_95.pgm,S23_95.pgm,1.269
0,S15_95.pgm,S24_95.pgm,1.074
0,S15_95.pgm,S25_95.pgm,0.951
0,S15_95.pgm,S26_95.pgm,1.834
0,S15_95.pgm,S27_95.pgm,1.918
0,S15_95.pgm,S28_95.pgm,100
0,S15_95.pgm,S29_95.pgm,2.176
0,S15_95.pgm,S30_95.pgm,1.603
